step,start_us,end_us,latency_us
0,0.0,9588.684897152,9588.684897152
1,9588.684897152,19176.34663008,9587.661732928
2,19176.34663008,28754.287021056,9577.940390976
3,28754.287021056,38347.644448512,9593.357427456
4,38347.644448512,47932.412158529,9584.767710017
5,47932.412158529,57523.316326721,9590.904168193
6,57523.316326721,67119.713599042,9596.397272321
7,67119.713599042,76697.747762179,9578.034163137
