step,layer,batch_size,context_min,context_max,total_assignments,active_experts,inactive_experts,max_expert_load,mean_active_expert_load,cv_all_experts,cv_active_experts,gini_all_experts,hot_expert_count,hot_experts,hot_assignment_share,load_signature
0,0,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"43,45,65,73,85,98,100,114",1.0,"16,16,16,16,16,16,16,16"
0,1,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"18,26,38,42,43,49,51,94",1.0,"16,16,16,16,16,16,16,16"
0,2,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"38,40,57,82,88,95,113,123",1.0,"16,16,16,16,16,16,16,16"
0,3,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"51,56,67,71,80,87,101,117",1.0,"16,16,16,16,16,16,16,16"
0,4,16,8192,8192,128,9,119,16,14.222222222,3.816084381,0.306982542,0.937255859,8,"12,61,64,65,108,110,121,95",0.984375,"16,16,16,16,16,16,16,14,2"
0,5,16,8192,8192,128,9,119,16,14.222222222,3.842606537,0.32942451,0.93737793,8,"9,38,45,64,73,84,104,94",0.9921875,"16,16,16,16,16,16,16,15,1"
0,6,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"12,41,58,62,107,112,116,126",1.0,"16,16,16,16,16,16,16,16"
0,7,16,8192,8192,128,10,118,16,12.8,3.727012879,0.404141161,0.936401367,8,"10,15,19,24,52,75,114,29",0.9375,"16,16,16,16,16,16,16,8,7,1"
0,8,16,8192,8192,128,10,118,16,12.8,3.722818153,0.401109302,0.936401367,8,"9,17,45,58,77,92,102,85",0.9453125,"16,16,16,16,16,16,16,9,5,2"
0,9,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"2,11,13,16,23,58,69,125",1.0,"16,16,16,16,16,16,16,16"
0,10,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"1,5,12,36,68,78,92,98",1.0,"16,16,16,16,16,16,16,16"
0,11,16,8192,8192,128,9,119,16,14.222222222,3.70599177,0.189764966,0.936035156,8,"3,15,32,54,76,125,62,121",0.9296875,"16,16,16,16,16,16,13,10,9"
0,12,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"11,18,23,39,49,57,65,78",1.0,"16,16,16,16,16,16,16,16"
0,13,16,8192,8192,128,9,119,16,14.222222222,3.766629793,0.260520813,0.936767578,8,"33,34,58,63,110,122,103,104",0.96875,"16,16,16,16,16,16,14,14,4"
0,14,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"2,5,61,63,67,81,104,109",1.0,"16,16,16,16,16,16,16,16"
0,15,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"2,33,49,58,84,106,122,127",1.0,"16,16,16,16,16,16,16,16"
0,16,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"42,46,48,54,97,98,107,122",1.0,"16,16,16,16,16,16,16,16"
0,17,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"21,59,80,88,105,122,123,124",1.0,"16,16,16,16,16,16,16,16"
0,18,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"12,24,58,82,104,112,122,126",1.0,"16,16,16,16,16,16,16,16"
0,19,16,8192,8192,128,9,119,16,14.222222222,3.793497726,0.286624005,0.937133789,8,"24,52,56,59,75,112,119,29",0.9765625,"16,16,16,16,16,16,16,13,3"
0,20,16,8192,8192,128,10,118,16,12.8,3.693321676,0.379208159,0.935913086,8,"9,45,48,65,85,114,16,53",0.9375,"16,16,16,16,16,16,12,12,7,1"
0,21,16,8192,8192,128,10,118,16,12.8,3.814036576,0.463248971,0.937133789,8,"0,2,13,50,56,58,63,11",0.984375,"16,16,16,16,16,16,16,14,1,1"
0,22,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"6,12,31,36,68,75,78,90",1.0,"16,16,16,16,16,16,16,16"
0,23,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"3,4,14,32,48,54,56,121",1.0,"16,16,16,16,16,16,16,16"
0,24,16,8192,8192,128,10,118,16,12.8,3.766629793,0.431883593,0.936767578,8,"11,21,23,57,89,108,111,28",0.96875,"16,16,16,16,16,16,16,12,2,2"
0,25,16,8192,8192,128,9,119,16,14.222222222,3.816084381,0.306982542,0.937255859,8,"1,33,52,87,91,110,122,53",0.984375,"16,16,16,16,16,16,16,14,2"
0,26,16,8192,8192,128,9,119,16,14.222222222,3.842606537,0.32942451,0.93737793,8,"61,67,81,94,104,109,121,4",0.9921875,"16,16,16,16,16,16,16,15,1"
0,27,16,8192,8192,128,9,119,16,14.222222222,3.741657387,0.233853587,0.936523438,8,"2,33,49,51,106,122,127,15",0.9375,"16,16,16,16,16,16,16,8,8"
0,28,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"42,48,58,91,97,98,109,122",1.0,"16,16,16,16,16,16,16,16"
0,29,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"33,34,50,59,75,80,105,120",1.0,"16,16,16,16,16,16,16,16"
0,30,16,8192,8192,128,9,119,16,14.222222222,3.70599177,0.189764966,0.936035156,8,"24,58,71,107,122,126,84,63",0.9296875,"16,16,16,16,16,16,13,10,9"
0,31,16,8192,8192,128,11,117,16,11.636363636,3.644344934,0.476754572,0.934936523,8,"10,24,59,79,114,38,47,82",0.9140625,"16,16,16,16,16,14,13,10,9,1,1"
0,32,16,8192,8192,128,9,119,16,14.222222222,3.793497726,0.286624005,0.937133789,8,"5,16,30,48,83,92,114,10",0.9765625,"16,16,16,16,16,16,16,13,3"
0,33,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"0,2,13,14,34,50,51,63",1.0,"16,16,16,16,16,16,16,16"
0,34,16,8192,8192,128,10,118,16,12.8,3.70599177,0.388745478,0.936035156,8,"12,29,58,67,68,75,84,22",0.9296875,"16,16,16,16,16,16,16,7,6,3"
0,35,16,8192,8192,128,9,119,16,14.222222222,3.747916088,0.240797422,0.936645508,8,"3,14,15,32,54,62,31,17",0.9609375,"16,16,16,16,16,16,14,13,5"
0,36,16,8192,8192,128,9,119,16,14.222222222,3.743744783,0.236190882,0.936645508,8,"20,21,62,85,89,111,122,78",0.9453125,"16,16,16,16,16,16,16,9,7"
0,37,16,8192,8192,128,10,118,16,12.8,3.789376598,0.447159001,0.937011719,8,"0,25,26,71,91,110,122,73",0.9765625,"16,16,16,16,16,16,16,13,2,1"
0,38,16,8192,8192,128,10,118,16,12.8,3.70599177,0.388745478,0.936035156,8,"12,76,81,100,104,109,110,4",0.9296875,"16,16,16,16,16,16,16,7,6,3"
0,39,16,8192,8192,128,9,119,16,14.222222222,3.842606537,0.32942451,0.93737793,8,"2,49,59,70,106,118,127,16",0.9921875,"16,16,16,16,16,16,16,15,1"
0,40,16,8192,8192,128,10,118,16,12.8,3.684850743,0.372714389,0.935791016,8,"34,48,58,65,91,122,87,115",0.9296875,"16,16,16,16,16,16,15,8,5,4"
0,41,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"1,10,21,33,37,80,105,123",1.0,"16,16,16,16,16,16,16,16"
0,42,16,8192,8192,128,9,119,16,14.222222222,3.739568825,0.231492694,0.936645508,8,"30,35,43,76,81,114,39,115",0.953125,"16,16,16,16,16,16,15,11,6"
0,43,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"10,11,37,45,83,92,94,96",1.0,"16,16,16,16,16,16,16,16"
0,44,16,8192,8192,128,10,118,16,12.8,3.789376598,0.447159001,0.937011719,8,"7,12,15,79,90,102,107,65",0.9765625,"16,16,16,16,16,16,16,13,2,1"
0,45,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"1,2,4,18,53,64,92,107",1.0,"16,16,16,16,16,16,16,16"
0,46,16,8192,8192,128,9,119,16,14.222222222,3.760402239,0.254116499,0.936889648,8,"21,34,35,38,97,102,103,4",0.9609375,"16,16,16,16,16,16,16,11,5"
0,47,16,8192,8192,128,8,120,16,16,3.872983346,0.0,0.9375,8,"20,46,57,58,73,105,109,110",1.0,"16,16,16,16,16,16,16,16"
1,0,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"14,21,50,51,57,103,106,110",1.0,"16,16,16,16,16,16,16,16"
1,1,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"3,6,9,33,42,49,51,95",1.0,"16,16,16,16,16,16,16,16"
1,2,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"56,72,82,90,92,95,122,123",1.0,"16,16,16,16,16,16,16,16"
1,3,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"30,39,56,71,87,108,114,117",1.0,"16,16,16,16,16,16,16,16"
1,4,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"12,19,64,65,100,108,110,114",1.0,"16,16,16,16,16,16,16,16"
1,5,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"4,38,46,53,65,73,84,104",1.0,"16,16,16,16,16,16,16,16"
1,6,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"33,43,49,58,82,112,116,126",1.0,"16,16,16,16,16,16,16,16"
1,7,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"15,19,29,44,52,56,75,114",1.0,"16,16,16,16,16,16,16,16"
1,8,16,8193,8193,128,9,119,16,14.222222222,3.816084381,0.306982542,0.937255859,8,"11,50,53,85,92,102,123,83",0.984375,"16,16,16,16,16,16,16,14,2"
1,9,16,8193,8193,128,8,120,16,16,3.872983346,0.0,0.9375,8,"2,11,13,16,38,92,124,125",1.0,"16,16,16,16,16,16,16,16"
1,10,16,8193,8193,128,9,119,16,14.222222222,3.774917218,0.268822665,0.937011719,8,"1,6,29,42,48,84,98,9",0.96875,"16,16,16,16,16,16,16,12,4"
1,11,16,8193,8193,128,9,119,16,14.222222222,3.814036576,0.30518789,0.937133789,8,"17,62,76,81,108,109,3,121",0.984375,"16,16,16,16,16,16,15,15,2"
