layer,previous_step,current_step,step_delta,active_expert_jaccard,hot_expert_jaccard,load_churn,mean_request_route_jaccard,changed_request_fraction,same_load_signature
0,0,1,1,0.0,0.0,1.0,0.0,1.0,True
0,1,2,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
0,2,3,1,0.0,0.0,1.0,0.0,1.0,True
0,3,4,1,0.066666667,0.066666667,0.875,0.066666667,1.0,True
0,4,5,1,0.066666667,0.066666667,0.875,0.066666667,1.0,True
0,5,6,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
0,6,7,1,0.0,0.0,1.0,0.0,1.0,True
1,0,1,1,0.066666667,0.066666667,0.875,0.066666667,1.0,True
1,1,2,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
1,2,3,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
1,3,4,1,0.0625,0.066666667,0.875,0.066666667,1.0,False
1,4,5,1,0.545454545,0.454545455,0.375,0.454545455,1.0,False
1,5,6,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
1,6,7,1,0.0,0.0,1.0,0.0,1.0,True
2,0,1,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
2,1,2,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
2,2,3,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
2,3,4,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
2,4,5,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
2,5,6,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
2,6,7,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
3,0,1,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
3,1,2,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
3,2,3,1,0.066666667,0.066666667,0.875,0.066666667,1.0,True
3,3,4,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
3,4,5,1,0.6,0.6,0.25,0.6,1.0,True
3,5,6,1,0.214285714,0.230769231,0.65625,0.208791209,1.0,False
3,6,7,1,0.133333333,0.142857143,0.78125,0.123809524,1.0,False
4,0,1,1,0.6,0.6,0.25,0.6,1.0,True
4,1,2,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
4,2,3,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
4,3,4,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
4,4,5,1,0.214285714,0.230769231,0.6875,0.186813187,1.0,False
4,5,6,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
4,6,7,1,0.307692308,0.230769231,0.59375,0.256410256,1.0,False
5,0,1,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
5,1,2,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
5,2,3,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
5,3,4,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
5,4,5,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
5,5,6,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
5,6,7,1,0.2,0.230769231,0.625,0.230769231,1.0,False
6,0,1,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
6,1,2,1,0.545454545,0.6,0.25,0.6,1.0,False
6,2,3,1,0.545454545,0.6,0.25,0.6,1.0,False
6,3,4,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
6,4,5,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
6,5,6,1,0.583333333,0.6,0.21875,0.644444444,1.0,False
6,6,7,1,0.583333333,0.6,0.296875,0.545454545,1.0,False
7,0,1,1,0.6,0.6,0.25,0.6,1.0,True
7,1,2,1,0.6,0.6,0.25,0.6,1.0,True
7,2,3,1,0.7,0.777777778,0.125,0.777777778,1.0,False
7,3,4,1,0.5,0.454545455,0.40625,0.424242424,1.0,False
7,4,5,1,0.214285714,0.230769231,0.625,0.230769231,1.0,False
7,5,6,1,0.7,0.6,0.25,0.6,1.0,False
7,6,7,1,0.545454545,0.6,0.265625,0.581818182,1.0,False
8,0,1,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
8,1,2,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
8,2,3,1,0.214285714,0.230769231,0.65625,0.208791209,1.0,False
8,3,4,1,0.333333333,0.454545455,0.46875,0.368298368,1.0,False
8,4,5,1,0.1875,0.230769231,0.6875,0.186813187,1.0,False
8,5,6,1,0.416666667,0.454545455,0.390625,0.439393939,1.0,False
8,6,7,1,0.058823529,0.066666667,0.875,0.066666667,1.0,False
9,0,1,1,0.214285714,0.230769231,0.625,0.230769231,1.0,False
9,1,2,1,0.545454545,0.6,0.25,0.6,1.0,False
9,2,3,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
9,3,4,1,0.545454545,0.454545455,0.3125,0.527272727,1.0,False
9,4,5,1,0.416666667,0.333333333,0.46875,0.363636364,1.0,False
9,5,6,1,0.357142857,0.333333333,0.453125,0.378787879,1.0,False
9,6,7,1,0.25,0.230769231,0.578125,0.269230769,1.0,False
10,0,1,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
10,1,2,1,0.7,0.777777778,0.15625,0.733333333,1.0,False
10,2,3,1,0.6,0.6,0.25,0.6,1.0,True
10,3,4,1,0.384615385,0.454545455,0.46875,0.368298368,1.0,False
10,4,5,1,0.428571429,0.454545455,0.453125,0.383449883,1.0,False
10,5,6,1,0.636363636,0.777777778,0.15625,0.733333333,1.0,False
10,6,7,1,0.888888889,0.777777778,0.109375,0.805555556,0.875,False
11,0,1,1,0.307692308,0.230769231,0.625,0.230769231,1.0,False
11,1,2,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
11,2,3,1,0.307692308,0.333333333,0.515625,0.320512821,1.0,False
11,3,4,1,0.416666667,0.333333333,0.484375,0.348484848,1.0,False
11,4,5,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
11,5,6,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
11,6,7,1,0.416666667,0.454545455,0.4375,0.393939394,1.0,False
12,0,1,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
12,1,2,1,0.214285714,0.230769231,0.625,0.230769231,1.0,False
12,2,3,1,0.285714286,0.333333333,0.515625,0.320512821,1.0,False
12,3,4,1,0.285714286,0.333333333,0.5625,0.282051282,1.0,False
12,4,5,1,0.384615385,0.454545455,0.46875,0.348484848,1.0,False
12,5,6,1,0.384615385,0.230769231,0.546875,0.282051282,1.0,False
12,6,7,1,0.384615385,0.230769231,0.578125,0.256410256,1.0,False
13,0,1,1,0.384615385,0.454545455,0.40625,0.424242424,1.0,False
13,1,2,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
13,2,3,1,0.133333333,0.142857143,0.75,0.142857143,1.0,False
13,3,4,1,0.266666667,0.230769231,0.5625,0.282051282,1.0,False
13,4,5,1,0.5,0.6,0.296875,0.545454545,1.0,False
13,5,6,1,0.538461538,0.333333333,0.484375,0.353146853,1.0,False
13,6,7,1,0.333333333,0.333333333,0.515625,0.325174825,1.0,False
14,0,1,1,0.5,0.454545455,0.359375,0.472727273,1.0,True
14,1,2,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
14,2,3,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
14,3,4,1,0.7,0.777777778,0.15625,0.733333333,1.0,False
14,4,5,1,0.384615385,0.230769231,0.578125,0.256410256,1.0,False
14,5,6,1,0.461538462,0.333333333,0.4375,0.363636364,1.0,False
14,6,7,1,0.5,0.454545455,0.328125,0.509090909,1.0,False
15,0,1,1,0.545454545,0.6,0.28125,0.563636364,1.0,False
15,1,2,1,0.545454545,0.454545455,0.375,0.454545455,1.0,False
15,2,3,1,0.6,0.6,0.25,0.6,1.0,True
15,3,4,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
15,4,5,1,0.384615385,0.230769231,0.515625,0.322843823,1.0,False
15,5,6,1,0.285714286,0.333333333,0.5,0.333333333,1.0,False
15,6,7,1,0.461538462,0.333333333,0.4375,0.393939394,1.0,False
16,0,1,1,0.357142857,0.333333333,0.46875,0.363636364,1.0,False
16,1,2,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
16,2,3,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
16,3,4,1,0.6,0.6,0.25,0.6,1.0,True
16,4,5,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
16,5,6,1,0.6,0.6,0.25,0.6,1.0,True
16,6,7,1,0.777777778,0.777777778,0.125,0.777777778,1.0,True
17,0,1,1,1.0,0.777777778,0.109375,0.777777778,1.0,False
17,1,2,1,0.545454545,0.454545455,0.359375,0.472727273,1.0,False
17,2,3,1,0.545454545,0.6,0.25,0.6,1.0,False
17,3,4,1,0.285714286,0.333333333,0.5,0.333333333,1.0,True
17,4,5,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
17,5,6,1,0.307692308,0.333333333,0.515625,0.320512821,1.0,False
17,6,7,1,0.307692308,0.333333333,0.515625,0.320512821,1.0,False
18,0,1,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
18,1,2,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
18,2,3,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
18,3,4,1,0.384615385,0.454545455,0.375,0.454545455,1.0,True
18,4,5,1,0.545454545,0.6,0.28125,0.563636364,1.0,False
18,5,6,1,0.545454545,0.454545455,0.328125,0.509090909,1.0,False
18,6,7,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
19,0,1,1,0.583333333,0.454545455,0.359375,0.472727273,1.0,False
19,1,2,1,0.384615385,0.454545455,0.421875,0.409090909,1.0,False
19,2,3,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
19,3,4,1,0.2,0.230769231,0.65625,0.208791209,1.0,False
19,4,5,1,0.5,0.6,0.296875,0.548484848,1.0,False
19,5,6,1,0.6,0.6,0.25,0.6,1.0,True
19,6,7,1,0.416666667,0.333333333,0.4375,0.393939394,1.0,False
20,0,1,1,0.545454545,0.454545455,0.359375,0.472727273,1.0,False
20,1,2,1,0.545454545,0.6,0.28125,0.563636364,1.0,False
20,2,3,1,0.545454545,0.6,0.3125,0.527272727,1.0,False
20,3,4,1,0.428571429,0.230769231,0.515625,0.294871795,1.0,False
20,4,5,1,0.333333333,0.454545455,0.484375,0.355477855,1.0,False
20,5,6,1,0.2,0.230769231,0.625,0.230769231,1.0,True
20,6,7,1,0.384615385,0.230769231,0.546875,0.297202797,1.0,False
21,0,1,1,0.636363636,0.6,0.265625,0.581818182,1.0,False
21,1,2,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
21,2,3,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
21,3,4,1,0.428571429,0.454545455,0.359375,0.472727273,1.0,False
21,4,5,1,0.333333333,0.333333333,0.484375,0.348484848,1.0,False
21,5,6,1,0.384615385,0.333333333,0.53125,0.307692308,1.0,False
21,6,7,1,0.384615385,0.454545455,0.390625,0.439393939,1.0,False
22,0,1,1,0.416666667,0.333333333,0.46875,0.363636364,1.0,False
22,1,2,1,0.545454545,0.6,0.25,0.6,1.0,False
22,2,3,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
22,3,4,1,0.210526316,0.230769231,0.65625,0.208791209,1.0,False
22,4,5,1,0.294117647,0.333333333,0.578125,0.269230769,1.0,False
22,5,6,1,0.7,0.6,0.25,0.6,1.0,False
22,6,7,1,0.583333333,0.6,0.203125,0.666666667,1.0,False
23,0,1,1,0.545454545,0.6,0.296875,0.545454545,1.0,False
23,1,2,1,0.214285714,0.230769231,0.625,0.230769231,1.0,False
23,2,3,1,0.461538462,0.230769231,0.625,0.230769231,1.0,False
23,3,4,1,0.263157895,0.142857143,0.75,0.145787546,1.0,False
23,4,5,1,0.166666667,0.142857143,0.734375,0.153846154,1.0,False
23,5,6,1,0.636363636,0.6,0.234375,0.626262626,1.0,False
23,6,7,1,0.428571429,0.230769231,0.578125,0.269230769,1.0,False
24,0,1,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
24,1,2,1,0.230769231,0.230769231,0.625,0.230769231,1.0,True
24,2,3,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
24,3,4,1,0.4,0.454545455,0.390625,0.444755245,1.0,False
24,4,5,1,0.466666667,0.454545455,0.421875,0.409090909,1.0,False
24,5,6,1,0.384615385,0.454545455,0.390625,0.439393939,1.0,True
24,6,7,1,0.5,0.454545455,0.375,0.454545455,1.0,False
25,0,1,1,0.416666667,0.333333333,0.5,0.333333333,1.0,False
25,1,2,1,0.307692308,0.333333333,0.53125,0.307692308,1.0,False
25,2,3,1,0.307692308,0.333333333,0.53125,0.307692308,1.0,False
25,3,4,1,0.210526316,0.230769231,0.734375,0.158241758,1.0,False
25,4,5,1,0.263157895,0.230769231,0.671875,0.199267399,1.0,False
25,5,6,1,0.545454545,0.454545455,0.375,0.454545455,1.0,False
25,6,7,1,0.307692308,0.230769231,0.578125,0.269230769,1.0,False
26,0,1,1,0.307692308,0.230769231,0.5625,0.282051282,1.0,False
26,1,2,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
26,2,3,1,0.133333333,0.066666667,0.859375,0.076190476,1.0,False
26,3,4,1,0.4,0.6,0.328125,0.520512821,1.0,False
26,4,5,1,0.235294118,0.230769231,0.640625,0.224908425,1.0,False
26,5,6,1,0.5,0.6,0.296875,0.545454545,1.0,False
26,6,7,1,0.583333333,0.454545455,0.40625,0.424242424,1.0,False
27,0,1,1,0.636363636,0.6,0.265625,0.581818182,1.0,False
27,1,2,1,0.133333333,0.142857143,0.75,0.142857143,1.0,False
27,2,3,1,0.125,0.066666667,0.84375,0.085714286,1.0,False
27,3,4,1,0.466666667,0.6,0.296875,0.512121212,1.0,False
27,4,5,1,0.294117647,0.333333333,0.546875,0.294871795,1.0,False
27,5,6,1,0.5,0.454545455,0.390625,0.424242424,1.0,False
27,6,7,1,0.307692308,0.333333333,0.515625,0.320512821,1.0,False
28,0,1,1,0.375,0.333333333,0.453125,0.348484848,1.0,False
28,1,2,1,0.461538462,0.333333333,0.4375,0.378787879,1.0,False
28,2,3,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
28,3,4,1,0.357142857,0.454545455,0.4375,0.393939394,1.0,False
28,4,5,1,0.357142857,0.454545455,0.453125,0.378787879,1.0,False
28,5,6,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
28,6,7,1,0.545454545,0.6,0.25,0.6,1.0,False
29,0,1,1,0.416666667,0.454545455,0.40625,0.424242424,1.0,False
29,1,2,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
29,2,3,1,0.416666667,0.333333333,0.484375,0.348484848,1.0,False
29,3,4,1,0.210526316,0.230769231,0.640625,0.208791209,1.0,False
29,4,5,1,0.294117647,0.333333333,0.546875,0.299034299,1.0,False
29,5,6,1,0.285714286,0.333333333,0.5,0.333333333,1.0,False
29,6,7,1,0.2,0.230769231,0.625,0.230769231,1.0,False
30,0,1,1,0.214285714,0.230769231,0.625,0.230769231,1.0,False
30,1,2,1,0.583333333,0.333333333,0.359375,0.460606061,1.0,False
30,2,3,1,0.461538462,0.454545455,0.359375,0.472727273,1.0,False
30,3,4,1,0.227272727,0.230769231,0.65625,0.212087912,1.0,False
30,4,5,1,0.421052632,0.6,0.359375,0.463636364,1.0,False
30,5,6,1,0.583333333,0.6,0.296875,0.527272727,1.0,False
30,6,7,1,0.583333333,0.454545455,0.296875,0.549494949,1.0,False
31,0,1,1,0.466666667,0.333333333,0.546875,0.29037629,1.0,False
31,1,2,1,0.428571429,0.454545455,0.359375,0.478787879,1.0,False
31,2,3,1,0.307692308,0.230769231,0.578125,0.269230769,1.0,False
31,3,4,1,0.2,0.142857143,0.71875,0.167765568,1.0,False
31,4,5,1,0.263157895,0.333333333,0.5625,0.282051282,1.0,False
31,5,6,1,0.6,0.6,0.25,0.6,1.0,True
31,6,7,1,0.384615385,0.454545455,0.375,0.454545455,1.0,False
32,0,1,1,0.357142857,0.333333333,0.5625,0.271062271,1.0,False
32,1,2,1,0.285714286,0.142857143,0.671875,0.197802198,1.0,False
32,2,3,1,0.2,0.230769231,0.640625,0.21978022,1.0,False
32,3,4,1,0.173913043,0.230769231,0.734375,0.161263736,1.0,False
32,4,5,1,0.285714286,0.230769231,0.640625,0.226739927,1.0,False
32,5,6,1,0.461538462,0.230769231,0.53125,0.307692308,1.0,False
32,6,7,1,0.25,0.230769231,0.625,0.208791209,1.0,False
33,0,1,1,0.5,0.6,0.3125,0.527272727,1.0,False
33,1,2,1,0.5,0.454545455,0.375,0.454545455,1.0,False
33,2,3,1,0.2,0.230769231,0.625,0.230769231,1.0,False
33,3,4,1,0.333333333,0.333333333,0.546875,0.29037629,1.0,False
33,4,5,1,0.411764706,0.6,0.359375,0.435664336,1.0,False
33,5,6,1,0.384615385,0.333333333,0.46875,0.363636364,1.0,False
33,6,7,1,0.384615385,0.454545455,0.421875,0.393939394,1.0,False
34,0,1,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
34,1,2,1,0.545454545,0.454545455,0.375,0.454545455,1.0,False
34,2,3,1,0.133333333,0.142857143,0.75,0.142857143,1.0,False
34,3,4,1,0.333333333,0.454545455,0.53125,0.334199134,1.0,False
34,4,5,1,0.315789474,0.333333333,0.515625,0.322843823,1.0,False
34,5,6,1,0.545454545,0.454545455,0.375,0.454545455,1.0,False
34,6,7,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
35,0,1,1,0.384615385,0.454545455,0.4375,0.393939394,1.0,False
35,1,2,1,0.333333333,0.230769231,0.59375,0.258741259,1.0,False
35,2,3,1,0.357142857,0.333333333,0.53125,0.307692308,1.0,False
35,3,4,1,0.208333333,0.066666667,0.765625,0.133008658,1.0,False
35,4,5,1,0.166666667,0.230769231,0.703125,0.177289377,1.0,False
35,5,6,1,0.545454545,0.6,0.25,0.6,1.0,False
35,6,7,1,0.428571429,0.454545455,0.390625,0.439393939,1.0,False
36,0,1,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
36,1,2,1,0.384615385,0.454545455,0.390625,0.439393939,1.0,False
36,2,3,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
36,3,4,1,0.421052632,0.6,0.421875,0.436408036,1.0,False
36,4,5,1,0.35,0.454545455,0.546875,0.317482517,1.0,False
36,5,6,1,0.545454545,0.454545455,0.34375,0.490909091,1.0,False
36,6,7,1,0.416666667,0.454545455,0.375,0.454545455,1.0,False
37,0,1,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
37,1,2,1,0.454545455,0.454545455,0.375,0.454545455,1.0,True
37,2,3,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
37,3,4,1,0.285714286,0.454545455,0.484375,0.34985015,1.0,False
37,4,5,1,0.285714286,0.454545455,0.4375,0.404662005,1.0,False
37,5,6,1,0.384615385,0.333333333,0.46875,0.363636364,1.0,False
37,6,7,1,0.5,0.6,0.28125,0.545454545,1.0,False
38,0,1,1,0.357142857,0.454545455,0.40625,0.424242424,1.0,False
38,1,2,1,0.25,0.333333333,0.5,0.333333333,1.0,False
38,2,3,1,0.058823529,0.066666667,0.875,0.066666667,1.0,False
38,3,4,1,0.285714286,0.6,0.46875,0.395238095,1.0,False
38,4,5,1,0.333333333,0.230769231,0.609375,0.23956044,1.0,False
38,5,6,1,0.5,0.333333333,0.4375,0.393939394,1.0,False
38,6,7,1,0.545454545,0.454545455,0.328125,0.509090909,1.0,False
39,0,1,1,0.636363636,0.777777778,0.125,0.777777778,1.0,False
39,1,2,1,0.636363636,0.6,0.265625,0.581818182,1.0,True
39,2,3,1,0.285714286,0.333333333,0.515625,0.320512821,1.0,False
39,3,4,1,0.352941176,0.454545455,0.40625,0.414452214,1.0,False
39,4,5,1,0.277777778,0.454545455,0.515625,0.31981352,1.0,False
39,5,6,1,0.2,0.230769231,0.625,0.230769231,1.0,False
39,6,7,1,0.545454545,0.454545455,0.328125,0.509090909,1.0,False
40,0,1,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
40,1,2,1,0.307692308,0.333333333,0.5,0.333333333,1.0,False
40,2,3,1,0.125,0.142857143,0.78125,0.123809524,1.0,True
40,3,4,1,0.368421053,0.333333333,0.46875,0.362670663,1.0,False
40,4,5,1,0.227272727,0.142857143,0.75,0.127930403,1.0,False
40,5,6,1,0.285714286,0.230769231,0.609375,0.243589744,1.0,False
40,6,7,1,0.333333333,0.333333333,0.5,0.333333333,1.0,True
41,0,1,1,0.285714286,0.333333333,0.5,0.333333333,1.0,False
41,1,2,1,0.307692308,0.230769231,0.609375,0.243589744,1.0,False
41,2,3,1,0.142857143,0.142857143,0.75,0.142857143,1.0,True
41,3,4,1,0.411764706,0.454545455,0.484375,0.366833167,1.0,False
41,4,5,1,0.388888889,0.230769231,0.625,0.223443223,1.0,False
41,5,6,1,0.5,0.454545455,0.34375,0.454545455,1.0,False
