step,layer,expert,assignment_count,normalized_assignment_share,routing_weight_sum,hot_rank
0,14,5,8,0.125,0.897491924,2
0,14,61,8,0.125,0.991474196,3
0,14,97,8,0.125,0.858158119,4
0,14,105,8,0.125,1.834600583,5
0,14,109,8,0.125,0.885354325,6
0,14,121,8,0.125,0.83983162,7
0,14,113,7,0.109375,0.620424971,8
0,14,14,1,0.015625,0.086796962,0
0,15,15,8,0.125,0.932592116,1
0,15,21,8,0.125,0.819712192,2
0,15,58,8,0.125,1.118208647,3
0,15,63,8,0.125,0.919815101,4
0,15,64,8,0.125,1.020099282,5
0,15,84,8,0.125,1.018123195,6
0,15,122,8,0.125,1.006455705,7
0,15,127,8,0.125,1.164993763,8
0,16,12,8,0.125,1.322382957,1
0,16,42,8,0.125,1.122293144,2
0,16,48,8,0.125,1.056371436,3
0,16,97,8,0.125,1.169343352,4
0,16,98,8,0.125,0.780444928,5
0,16,107,8,0.125,0.908964165,6
0,16,119,8,0.125,0.97134269,7
0,16,53,3,0.046875,0.248880148,8
0,16,91,3,0.046875,0.252928242,0
0,16,122,2,0.03125,0.167048939,0
0,17,75,8,0.125,0.862036794,1
0,17,80,8,0.125,1.043888107,2
0,17,90,8,0.125,0.990366884,3
0,17,94,8,0.125,1.178172916,4
0,17,105,8,0.125,0.969131969,5
0,17,122,8,0.125,1.043816432,6
0,17,124,8,0.125,1.135318413,7
0,17,73,4,0.0625,0.383905984,8
0,17,123,4,0.0625,0.3933625,0
0,18,12,8,0.125,0.727617599,1
0,18,58,8,0.125,0.943509743,2
0,18,82,8,0.125,0.872565262,3
0,18,87,8,0.125,0.818090416,4
0,18,91,8,0.125,1.014279403,5
0,18,104,8,0.125,0.792990535,6
0,18,112,8,0.125,1.284552068,7
0,18,126,8,0.125,1.546394974,8
0,19,10,8,0.125,0.905829519,1
0,19,28,8,0.125,0.876241535,2
0,19,29,8,0.125,1.165368199,3
0,19,52,8,0.125,1.105526298,4
0,19,56,8,0.125,1.052924186,5
0,19,75,8,0.125,1.050759196,6
0,19,119,8,0.125,0.956754595,7
0,19,114,7,0.109375,0.777704678,8
0,19,92,1,0.015625,0.108891793,0
0,20,9,8,0.125,1.001023002,1
0,20,10,8,0.125,0.807537585,2
0,20,48,8,0.125,0.900983758,3
0,20,76,8,0.125,0.94596152,4
0,20,85,8,0.125,1.505797312,5
0,20,92,8,0.125,0.991290219,6
0,20,114,8,0.125,0.89213866,7
0,20,123,8,0.125,0.955267943,8
0,21,11,8,0.125,1.365290672,1
0,21,13,8,0.125,1.049068123,2
0,21,38,8,0.125,0.890407272,3
0,21,44,8,0.125,0.883314632,4
0,21,63,8,0.125,1.285098329,5
0,21,2,7,0.109375,0.73454202,6
0,21,32,7,0.109375,0.738517083,7
0,21,53,7,0.109375,0.739726737,8
0,21,124,3,0.046875,0.314035133,0
0,22,1,8,0.125,0.866752133,1
0,22,12,8,0.125,0.817278169,2
0,22,29,8,0.125,1.390152216,3
0,22,42,8,0.125,1.161568865,4
0,22,48,8,0.125,0.964810282,5
0,22,54,8,0.125,0.858370177,6
0,22,75,8,0.125,1.041657366,7
0,22,84,8,0.125,0.899410792,8
0,23,4,8,0.125,0.810308494,1
0,23,14,8,0.125,1.040216133,2
0,23,31,8,0.125,0.808554016,3
0,23,32,8,0.125,0.90928717,4
0,23,36,8,0.125,0.943470523,5
0,23,62,8,0.125,0.893469751,6
0,23,76,8,0.125,1.098878697,7
0,23,109,8,0.125,1.495815217,8
0,24,11,8,0.125,0.92371279,1
0,24,18,8,0.125,0.820005417,2
0,24,20,8,0.125,0.973874591,3
0,24,24,8,0.125,1.336210996,4
0,24,54,8,0.125,0.940178163,5
0,24,57,8,0.125,1.038568556,6
0,24,111,8,0.125,0.916517273,7
0,24,125,8,0.125,1.050932214,8
0,25,13,8,0.125,0.823855877,1
0,25,31,8,0.125,0.822243005,2
0,25,34,8,0.125,0.745709844,3
0,25,74,8,0.125,0.798475139,4
0,25,110,8,0.125,1.992243648,5
0,25,119,8,0.125,1.283863083,6
0,25,126,8,0.125,0.809456959,7
0,25,72,6,0.09375,0.544166386,8
0,25,87,2,0.03125,0.17998606,0
0,26,61,8,0.125,0.827963337,1
0,26,72,8,0.125,0.916520156,2
0,26,81,8,0.125,0.914781466,3
0,26,91,8,0.125,0.973567508,4
0,26,97,8,0.125,1.061237201,5
0,26,105,8,0.125,1.608376697,6
0,26,121,8,0.125,0.872842908,7
0,26,87,4,0.0625,0.415286832,8
0,26,113,4,0.0625,0.409423895,0
0,27,26,8,0.125,0.94132299,1
0,27,33,8,0.125,0.905267142,2
0,27,63,8,0.125,1.173833579,3
0,27,79,8,0.125,0.998287551,4
0,27,84,8,0.125,1.167094067,5
0,27,118,8,0.125,0.912442423,6
0,27,122,8,0.125,0.998239204,7
0,27,64,4,0.0625,0.448811717,8
0,27,15,3,0.046875,0.340018168,0
0,27,72,1,0.015625,0.114683159,0
0,28,12,8,0.125,1.589179516,1
0,28,42,8,0.125,0.992574856,2
0,28,91,8,0.125,1.034406915,3
0,28,98,8,0.125,0.839061394,4
0,28,119,8,0.125,1.042245716,5
0,28,122,8,0.125,1.224147648,6
0,28,53,7,0.109375,0.572139211,7
0,28,107,4,0.0625,0.310029536,8
0,28,48,2,0.03125,0.162615061,0
0,28,34,1,0.015625,0.076525711,0
0,28,58,1,0.015625,0.076958761,0
0,28,97,1,0.015625,0.080115676,0
0,29,3,8,0.125,0.803879857,1
0,29,13,8,0.125,1.002380982,2
0,29,34,8,0.125,0.811682932,3
0,29,78,8,0.125,0.857435629,4
0,29,94,8,0.125,0.945287734,5
0,29,120,8,0.125,1.367473871,6
0,29,124,8,0.125,1.441687346,7
0,29,105,6,0.09375,0.571562305,8
0,29,99,2,0.03125,0.198609345,0
0,30,6,8,0.125,0.922347538,1
0,30,58,8,0.125,0.97421363,2
0,30,82,8,0.125,0.848036528,3
0,30,91,8,0.125,0.983813219,4
0,30,107,8,0.125,0.974124826,5
0,30,120,8,0.125,0.890614294,6
0,30,125,8,0.125,0.796632871,7
0,30,126,8,0.125,1.610217094,8
0,31,24,8,0.125,1.147410095,1
0,31,36,8,0.125,0.964329951,2
0,31,41,8,0.125,0.956886917,3
0,31,56,8,0.125,1.067523003,4
0,31,59,8,0.125,1.17233777,5
0,31,79,8,0.125,0.914808288,6
0,31,29,6,0.09375,0.666966923,7
0,31,28,5,0.078125,0.553337179,8
0,31,38,3,0.046875,0.333849318,0
0,31,10,1,0.015625,0.11183919,0
0,31,88,1,0.015625,0.110711366,0
0,32,5,8,0.125,0.930140972,1
0,32,10,8,0.125,0.992276743,2
0,32,11,8,0.125,1.047827318,3
0,32,72,8,0.125,0.948444076,4
0,32,78,8,0.125,0.917465493,5
0,32,85,8,0.125,1.332389131,6
0,32,92,8,0.125,0.930029012,7
0,32,90,4,0.0625,0.447925769,8
0,32,48,2,0.03125,0.22793334,0
0,32,118,2,0.03125,0.225568146,0
0,33,11,8,0.125,0.931392841,1
0,33,13,8,0.125,1.413932443,2
0,33,32,8,0.125,0.888305947,3
0,33,44,8,0.125,1.014566295,4
0,33,53,8,0.125,0.953552708,5
0,33,63,8,0.125,1.101483643,6
0,33,2,6,0.09375,0.665829867,7
0,33,115,6,0.09375,0.620374501,8
0,33,14,4,0.0625,0.410561755,0
0,34,1,8,0.125,0.72966513,1
0,34,22,8,0.125,0.708558902,2
0,34,29,8,0.125,2.085644126,3
0,34,42,8,0.125,0.756892003,4
0,34,54,8,0.125,0.831390485,5
0,34,75,8,0.125,1.014921799,6
0,34,84,8,0.125,1.105578721,7
0,34,92,8,0.125,0.767348833,8
0,35,28,8,0.125,0.80636584,1
0,35,31,8,0.125,1.115057677,2
0,35,32,8,0.125,1.15711768,3
0,35,36,8,0.125,0.760310948,4
0,35,62,8,0.125,1.013149969,5
0,35,76,8,0.125,0.933663629,6
0,35,109,8,0.125,1.420673773,7
0,35,120,8,0.125,0.793660484,8
0,36,11,8,0.125,0.896703184,1
0,36,18,8,0.125,0.816304013,2
0,36,20,8,0.125,1.380406141,3
0,36,24,8,0.125,1.299630567,4
0,36,54,8,0.125,0.716188297,5
0,36,57,8,0.125,0.824389338,6
0,36,62,8,0.125,1.155757561,7
0,36,125,8,0.125,0.910620898,8
0,37,11,8,0.125,0.715459995,1
0,37,13,8,0.125,0.890483625,2
0,37,27,8,0.125,0.844679683,3
0,37,53,8,0.125,0.659151971,4
0,37,82,8,0.125,1.154594377,5
0,37,91,8,0.125,1.321190163,6
0,37,110,8,0.125,1.511620089,7
0,37,119,8,0.125,0.902820095,8
0,38,2,8,0.125,0.662335396,1
0,38,16,8,0.125,1.29672277,2
0,38,91,8,0.125,0.895044751,3
0,38,97,8,0.125,0.683462396,4
0,38,105,8,0.125,2.096762836,5
0,38,109,8,0.125,0.751929432,6
0,38,110,8,0.125,0.944972552,7
0,38,5,7,0.109375,0.586608663,8
0,38,81,1,0.015625,0.082161203,0
0,39,5,8,0.125,0.800651573,1
0,39,16,8,0.125,1.032124817,2
0,39,48,8,0.125,1.016141489,3
0,39,63,8,0.125,0.854200967,4
0,39,72,8,0.125,1.44722423,5
0,39,84,8,0.125,1.194962516,6
0,39,118,8,0.125,0.912743896,7
0,39,59,6,0.09375,0.556244463,8
0,39,49,2,0.03125,0.185706049,0
0,40,12,8,0.125,1.195159465,1
0,40,48,8,0.125,0.697074115,2
0,40,91,8,0.125,1.131850824,3
0,40,98,8,0.125,0.872988895,4
0,40,115,8,0.125,0.683572516,5
0,40,119,8,0.125,1.543432206,6
0,40,122,8,0.125,1.287516683,7
0,40,34,6,0.09375,0.448336996,8
0,40,53,2,0.03125,0.1400683,0
0,41,78,8,0.125,0.921929471,1
0,41,80,8,0.125,1.343892038,2
0,41,82,8,0.125,0.762729064,3
0,41,94,8,0.125,0.810494788,4
0,41,120,8,0.125,0.844255589,5
0,41,123,8,0.125,1.086250126,6
0,41,124,8,0.125,1.461701304,7
0,41,100,6,0.09375,0.576256208,8
0,41,49,2,0.03125,0.192491412,0
0,42,14,8,0.125,0.667270236,1
0,42,27,8,0.125,1.720502585,2
0,42,30,8,0.125,1.023377597,3
0,42,43,8,0.125,0.848432422,4
0,42,60,8,0.125,0.950325459,5
0,42,63,8,0.125,0.629270718,6
0,42,76,8,0.125,1.398812413,7
0,42,109,8,0.125,0.76200857,8
0,43,6,8,0.125,0.826772131,1
0,43,11,8,0.125,1.456788734,2
0,43,29,8,0.125,2.018199995,3
0,43,32,8,0.125,0.673440583,4
0,43,45,8,0.125,0.944075391,5
0,43,94,8,0.125,0.677343845,6
0,43,98,8,0.125,0.746866979,7
0,43,106,4,0.0625,0.330098905,8
0,43,120,3,0.046875,0.245812111,0
0,43,37,1,0.015625,0.080601327,0
0,44,15,8,0.125,1.594789654,1
0,44,49,8,0.125,0.875635952,2
0,44,50,8,0.125,0.862009168,3
0,44,79,8,0.125,1.369426489,4
0,44,108,8,0.125,0.778767139,5
0,44,112,8,0.125,0.948638111,6
0,44,127,8,0.125,0.812985308,7
0,44,2,5,0.078125,0.475323983,8
0,44,82,2,0.03125,0.188938886,0
0,44,96,1,0.015625,0.093485311,0
0,45,1,8,0.125,0.829353385,1
0,45,2,8,0.125,0.645999424,2
0,45,4,8,0.125,0.859013058,3
0,45,18,8,0.125,0.675541088,4
0,45,53,8,0.125,0.921609372,5
0,45,58,8,0.125,2.844197959,6
0,45,107,7,0.109375,0.538892634,7
0,45,54,5,0.078125,0.379854776,8
0,45,126,4,0.0625,0.305538304,0
0,46,4,8,0.125,0.989818975,1
0,46,15,8,0.125,0.789422356,2
0,46,64,8,0.125,1.208041579,3
0,46,70,8,0.125,0.887248851,4
0,46,76,8,0.125,0.894126944,5
0,46,102,8,0.125,1.544952273,6
0,46,107,8,0.125,0.878597729,7
0,46,112,8,0.125,0.807791293,8
0,47,7,8,0.125,0.870935149,1
0,47,22,8,0.125,1.000489317,2
0,47,36,8,0.125,1.287315458,3
0,47,46,8,0.125,0.930832066,4
0,47,48,8,0.125,0.808641896,5
0,47,58,8,0.125,0.979229495,6
0,47,110,8,0.125,1.255004436,7
0,47,112,8,0.125,0.867552184,8
1,0,23,8,0.125,1.059889555,1
1,0,30,8,0.125,1.720370471,2
1,0,41,8,0.125,0.532945864,3
1,0,79,8,0.125,0.642855525,4
1,0,86,8,0.125,0.803192623,5
1,0,105,8,0.125,1.128246561,6
1,0,112,8,0.125,1.360925168,7
1,0,125,8,0.125,0.751574233,8
1,1,9,8,0.125,0.924635567,1
1,1,16,8,0.125,1.249097914,2
1,1,28,8,0.125,0.618348524,3
1,1,29,8,0.125,0.696591206,4
1,1,48,8,0.125,1.751239285,5
1,1,68,8,0.125,1.249097914,6
1,1,88,8,0.125,0.72010687,7
1,1,101,8,0.125,0.790882722,8
1,2,23,8,0.125,1.017542303,1
1,2,25,8,0.125,0.469517659,2
1,2,44,8,0.125,1.206006348,3
1,2,56,8,0.125,1.309101701,4
1,2,71,8,0.125,0.824029274,5
1,2,72,8,0.125,1.934742033,6
1,2,74,8,0.125,0.464956876,7
1,2,126,8,0.125,0.774103805,8
1,3,3,8,0.125,0.787940621,1
1,3,30,8,0.125,0.775724933,2
1,3,32,8,0.125,1.47206679,3
1,3,53,8,0.125,1.043851629,4
1,3,56,8,0.125,1.029685229,5
1,3,99,8,0.125,0.90515171,6
1,3,101,8,0.125,0.957910866,7
1,3,114,8,0.125,1.027668223,8
1,4,12,8,0.125,1.385264158,1
1,4,19,8,0.125,1.110927433,2
1,4,26,8,0.125,0.901400387,3
1,4,60,8,0.125,0.78621985,4
1,4,64,8,0.125,1.137252137,5
1,4,65,8,0.125,0.830418058,6
1,4,100,8,0.125,0.976556517,7
1,4,108,8,0.125,0.87196146,8
1,5,4,8,0.125,1.799366906,1
1,5,17,8,0.125,0.858295336,2
1,5,20,8,0.125,0.7005307,3
1,5,46,8,0.125,0.846645921,4
1,5,63,8,0.125,0.972576037,5
1,5,65,8,0.125,0.942653038,6
1,5,73,8,0.125,1.033288404,7
1,5,104,8,0.125,0.846643656,8
1,6,22,8,0.125,1.005375296,1
1,6,33,8,0.125,1.132601663,2
1,6,39,8,0.125,0.849936262,3
1,6,49,8,0.125,0.899457,4
1,6,58,8,0.125,0.974443145,5
1,6,74,8,0.125,1.043400452,6
1,6,82,8,0.125,1.212714076,7
1,6,112,8,0.125,0.882072106,8
1,7,15,8,0.125,0.985743895,1
1,7,19,8,0.125,0.951688573,2
1,7,29,8,0.125,1.05755046,3
1,7,44,8,0.125,1.139023334,4
1,7,56,8,0.125,0.964791857,5
1,7,63,8,0.125,1.023007929,6
1,7,114,8,0.125,1.015048981,7
1,7,115,8,0.125,0.863144971,8
1,8,11,8,0.125,0.866349988,1
1,8,17,8,0.125,0.913264781,2
1,8,22,8,0.125,1.008897901,3
1,8,45,8,0.125,0.933078028,4
1,8,50,8,0.125,0.942254357,5
1,8,85,8,0.125,1.216963127,6
1,8,100,8,0.125,0.975960724,7
1,8,124,8,0.125,1.143231094,8
1,9,6,8,0.125,1.187290147,1
1,9,13,8,0.125,0.89446491,2
1,9,23,8,0.125,1.027513608,3
1,9,38,8,0.125,1.051890969,4
1,9,63,8,0.125,0.878878966,5
1,9,67,8,0.125,0.933739178,6
1,9,92,8,0.125,1.150761023,7
1,9,66,6,0.09375,0.658428729,8
1,9,39,2,0.03125,0.21703247,0
1,10,1,8,0.125,1.394865602,1
1,10,5,8,0.125,0.864419244,2
1,10,6,8,0.125,0.83618214,3
1,10,19,8,0.125,0.940123811,4
1,10,36,8,0.125,1.040639341,5
1,10,42,8,0.125,0.989107803,6
1,10,48,8,0.125,1.142940283,7
1,10,92,6,0.09375,0.597487554,8
1,10,66,2,0.03125,0.194234222,0
1,11,14,8,0.125,0.813573174,1
1,11,17,8,0.125,0.847599462,2
1,11,22,8,0.125,0.826364808,3
1,11,36,8,0.125,0.839365862,4
1,11,52,8,0.125,1.149535224,5
1,11,62,8,0.125,1.456014067,6
1,11,117,8,0.125,1.086229965,7
1,11,121,8,0.125,0.981317438,8
1,12,11,8,0.125,1.003234081,1
1,12,19,8,0.125,1.055486009,2
1,12,20,8,0.125,0.853072628,3
1,12,28,8,0.125,0.918777153,4
1,12,41,8,0.125,1.182058737,5
1,12,57,8,0.125,1.078362793,6
1,12,59,8,0.125,0.9591977,7
1,12,111,8,0.125,0.9498109,8
1,13,13,8,0.125,1.14370741,1
1,13,34,8,0.125,1.017221674,2
1,13,52,8,0.125,0.968730837,3
1,13,84,8,0.125,0.926198915,4
1,13,93,8,0.125,0.982063048,5
1,13,104,8,0.125,1.041318119,6
1,13,110,8,0.125,1.005346939,7
1,13,117,6,0.09375,0.690177143,8
1,13,27,2,0.03125,0.225235917,0
1,14,2,8,0.125,1.302533314,1
1,14,5,8,0.125,1.073439449,2
1,14,24,8,0.125,1.107526585,3
1,14,61,8,0.125,0.884714447,4
1,14,97,8,0.125,0.867630616,5
1,14,102,8,0.125,0.883100979,6
1,14,109,8,0.125,1.127142847,7
1,14,14,7,0.109375,0.655643255,8
1,14,66,1,0.015625,0.098268509,0
1,15,58,8,0.125,1.112475008,1
1,15,63,8,0.125,1.117026865,2
1,15,64,8,0.125,0.968362451,3
1,15,79,8,0.125,0.897349134,4
1,15,84,8,0.125,1.078237429,5
1,15,111,8,0.125,0.977934785,6
1,15,127,8,0.125,1.017087623,7
1,15,122,6,0.09375,0.622142062,8
1,15,2,2,0.03125,0.209384643,0
1,16,42,8,0.125,1.170294389,1
1,16,48,8,0.125,1.163492724,2
1,16,70,8,0.125,0.936863117,3
1,16,93,8,0.125,0.955268331,4
1,16,97,8,0.125,1.389832273,5
1,16,107,8,0.125,0.833183922,6
1,16,122,8,0.125,0.798414342,7
1,16,116,7,0.109375,0.659034804,8
1,16,6,1,0.015625,0.093616098,0
1,17,73,8,0.125,0.798827238,1
1,17,75,8,0.125,0.917554937,2
1,17,80,8,0.125,0.903405473,3
1,17,94,8,0.125,1.74151206,4
1,17,122,8,0.125,0.9429873,5
1,17,124,8,0.125,1.108945966,6
1,17,105,7,0.109375,0.690745942,7
1,17,123,7,0.109375,0.697184943,8
1,17,90,2,0.03125,0.19883614,0
1,18,32,8,0.125,0.838173866,1
1,18,33,8,0.125,0.836550608,2
1,18,58,8,0.125,0.978123724,3
1,18,74,8,0.125,1.041136339,4
1,18,82,8,0.125,1.086827099,5
1,18,104,8,0.125,0.838172555,6
1,18,112,8,0.125,1.239380062,7
1,18,126,8,0.125,1.141635746,8
1,19,10,8,0.125,0.977952488,1
1,19,28,8,0.125,1.125529528,2
1,19,29,8,0.125,1.336550429,3
1,19,44,8,0.125,0.89380344,4
1,19,52,8,0.125,0.989397399,5
1,19,92,8,0.125,0.915068828,6
1,19,63,7,0.109375,0.771372728,7
1,19,56,5,0.078125,0.549230784,8
1,19,75,3,0.046875,0.332495406,0
1,19,32,1,0.015625,0.10859897,0
1,20,0,8,0.125,0.892155677,1
1,20,76,8,0.125,0.92582693,2
1,20,85,8,0.125,1.733584762,3
1,20,92,8,0.125,0.863015808,4
1,20,123,8,0.125,0.862913363,5
1,20,124,8,0.125,1.130887628,6
1,20,45,7,0.109375,0.687675968,7
1,20,114,7,0.109375,0.705023751,8
1,20,48,2,0.03125,0.198916115,0
1,21,2,8,0.125,0.940742418,1
1,21,6,8,0.125,0.885254472,2
1,21,11,8,0.125,0.874854311,3
1,21,32,8,0.125,1.152037501,4
1,21,38,8,0.125,1.240843013,5
1,21,44,8,0.125,0.878111586,6
1,21,63,8,0.125,1.149880543,7
1,21,39,7,0.109375,0.767062068,8
1,21,13,1,0.015625,0.111214086,0
1,22,1,8,0.125,1.002618209,1
1,22,36,8,0.125,0.888141297,2
1,22,42,8,0.125,1.327874079,3
1,22,48,8,0.125,1.24020727,4
1,22,71,8,0.125,0.805521049,5
1,22,75,8,0.125,0.862503797,6
1,22,89,8,0.125,1.075392798,7
1,22,122,6,0.09375,0.601339191,8
1,22,12,2,0.03125,0.196402311,0
1,23,14,8,0.125,1.018034235,1
1,23,31,8,0.125,0.952495061,2
1,23,36,8,0.125,1.187784269,3
1,23,62,8,0.125,1.266810611,4
1,23,65,8,0.125,0.943296544,5
1,23,117,8,0.125,0.982847922,6
1,23,76,7,0.109375,0.729157038,7
1,23,4,6,0.09375,0.611778602,8
1,23,108,3,0.046875,0.307795718,0
1,24,11,8,0.125,0.971837409,1
1,24,18,8,0.125,1.071936697,2
1,24,19,8,0.125,1.067426488,3
1,24,20,8,0.125,1.082272232,4
1,24,28,8,0.125,0.9347459,5
1,24,57,8,0.125,1.114265814,6
1,24,59,8,0.125,0.842752866,7
1,24,108,8,0.125,0.914762594,8
1,25,13,8,0.125,1.186290428,1
1,25,34,8,0.125,0.774925411,2
1,25,50,8,0.125,1.097154349,3
1,25,52,8,0.125,0.741004884,4
1,25,72,8,0.125,0.91135437,5
1,25,84,8,0.125,1.057191148,6
1,25,87,8,0.125,0.761515908,7
1,25,110,8,0.125,1.470563501,8
1,26,5,8,0.125,0.947992191,1
1,26,24,8,0.125,1.161441922,2
1,26,27,8,0.125,0.940498307,3
1,26,59,8,0.125,0.899177745,4
1,26,72,8,0.125,0.893913224,5
1,26,91,8,0.125,1.009021521,6
1,26,97,8,0.125,1.136872619,7
1,26,113,8,0.125,1.01108247,8
1,27,15,8,0.125,0.788564868,1
1,27,63,8,0.125,1.228392601,2
1,27,64,8,0.125,0.921898693,3
1,27,79,8,0.125,0.942004867,4
1,27,84,8,0.125,1.144977316,5
1,27,111,8,0.125,1.183693975,6
1,27,118,8,0.125,0.816757575,7
1,27,122,8,0.125,0.973710105,8
1,28,6,8,0.125,1.148368895,1
1,28,11,8,0.125,0.809609324,2
1,28,42,8,0.125,1.013272345,3
1,28,70,8,0.125,0.987854466,4
1,28,91,8,0.125,0.920875214,5
1,28,98,8,0.125,0.841723293,6
1,28,122,8,0.125,1.569547847,7
1,28,116,4,0.0625,0.353299767,8
1,28,97,2,0.03125,0.178017437,0
1,28,107,2,0.03125,0.177431412,0
1,29,13,8,0.125,0.872875221,1
1,29,37,8,0.125,0.808869302,2
1,29,46,8,0.125,0.881464705,3
1,29,70,8,0.125,0.797939293,4
1,29,94,8,0.125,1.274965554,5
1,29,105,8,0.125,0.943836764,6
1,29,120,8,0.125,1.174579263,7
1,29,124,8,0.125,1.245469898,8
1,30,6,8,0.125,1.024911448,1
1,30,25,8,0.125,0.929547496,2
1,30,58,8,0.125,1.145585611,3
1,30,74,8,0.125,0.978016332,4
1,30,82,8,0.125,1.21002458,5
1,30,39,7,0.109375,0.789324105,6
1,30,98,7,0.109375,0.804035127,7
1,30,33,6,0.09375,0.666818187,8
1,30,48,4,0.0625,0.451737113,0
1,31,24,8,0.125,0.935272932,1
1,31,28,8,0.125,1.241567791,2
1,31,29,8,0.125,1.119403794,3
1,31,44,8,0.125,1.009289451,4
1,31,63,8,0.125,1.017159589,5
1,31,115,8,0.125,0.972498663,6
1,31,2,6,0.09375,0.632088996,7
1,31,41,4,0.0625,0.426676609,8
1,31,59,4,0.0625,0.431236282,0
1,31,10,1,0.015625,0.108275592,0
1,31,36,1,0.015625,0.106530301,0
