step,start_us,end_us,latency_us
0,0.0,5490.867237888,5490.867237888
1,5490.867237888,10925.839051776,5434.971813888
2,10925.839051776,16402.953329664,5477.114277888
3,16402.953329664,21889.946775552,5486.993445889
4,21889.946775552,27390.253885441,5500.307109888
5,27390.253885441,32917.208291329,5526.954405888
6,32917.208291329,38361.829641217,5444.621349888
7,38361.829641217,43837.700911105,5475.871269888
