step,start_us,end_us,latency_us
0,0.0,4249.583884992,4249.583884992
1,4249.583884992,8496.95487904,4247.370994048
2,8496.95487904,12745.42939424,4248.4745152
3,12745.42939424,16994.16568672,4248.73629248
4,16994.16568672,21243.11046272,4248.944776
5,21243.11046272,25493.565724353,4250.455261632
6,25493.565724353,29749.404000065,4255.838275712
7,29749.404000065,34003.663205377,4254.259205312
