step,start_us,end_us,latency_us
0,0.0,2812.510170112,2812.510170112
1,2812.510170112,5918.988621824,3106.478451712
2,5918.988621824,8998.460260352,3079.471638528
3,8998.460260352,12046.195712,3047.735451648
4,12046.195712,15093.885026304,3047.689314304
5,15093.885026304,18185.103137792,3091.218111488
6,18185.103137792,21469.107500032,3284.00436224
7,21469.107500032,24680.212761601,3211.105261568
