step,start_us,end_us,latency_us
0,0.0,23317.430784,23317.430784
1,23317.430784,46636.044672,23318.613888
2,46636.044672,69957.009792001,23320.96512
3,69957.009792001,93279.158016,23322.148224
4,93279.158016,116602.489344001,23323.331328
5,116602.489344001,139928.171904,23325.682559999
6,139928.171904,163255.037567997,23326.865663997
7,163255.037567997,186583.086335994,23328.048767997
