step,start_us,end_us,latency_us
0,0.0,4908.44928,4908.44928
1,4908.44928,9816.89856,4908.44928
2,9816.89856,14726.530944,4909.632384
3,14726.530944,19637.331456,4910.800512
4,19637.331456,24548.131968001,4910.800512
5,24548.131968001,29460.115584001,4911.983616
6,29460.115584001,34373.282304001,4913.16672
7,34373.282304001,39286.449024001,4913.16672
