step,start_us,end_us,latency_us
0,0.0,8783.378529152,8783.378529152
1,8783.378529152,17565.53728608,8782.158756928
2,17565.53728608,26337.778093056,8772.240806976
3,26337.778093056,35125.239328512,8787.461235456
4,35125.239328512,43903.914238528,8778.674910017
5,43903.914238528,52688.528998721,8784.614760193
6,52688.528998721,61478.440255042,8789.911256321
7,61478.440255042,70249.791794179,8771.351539137
