step,start_us,end_us,latency_us
0,0.0,3820.672293888,3820.672293888
1,3820.672293888,7602.804811776,3782.132517888
2,7602.804811776,11438.819441664,3836.014629888
3,11438.819441664,15289.728663552,3850.909221888
4,15289.728663552,19075.24114944,3785.512485888
5,19075.24114944,22872.633059329,3797.391909888
6,22872.633059329,26703.150345217,3830.517285889
7,26703.150345217,30497.653807106,3794.503461888
