step,start_us,end_us,latency_us
0,0.0,15030.357531648,15030.357531648
1,15030.357531648,30065.45212064,15035.094588992
2,30065.45212064,45096.76576512,15031.31364448
3,45096.76576512,60126.252652864,15029.486887744
4,60126.252652864,75154.498185727,15028.245532863
5,75154.498185727,90194.556559678,15040.058373951
6,90194.556559678,105256.642931325,15062.086371646
7,105256.642931325,120293.223962363,15036.581031039
